Unit:
A: mol/cm3/s
E: cal/mol

Reactions:
//! Marinov, N.M.
//!    "A detailed chemical kinetic model for high temperature ethanol oxidation",
//!    Int. J. Chem. Kinet. (1999) v.31 183-220
//!
//! Those reactions commented out are duplicates to the GRI-Mech 3.0 mechanism, 
//!     unless otherwise noted

//!OH+H2=H+H2O             2.14E+08  1.52  3449.0 !Marinov 1995a
//!O+OH=O2+H               2.02E+14  -0.4     0.0 !Marinov 1995a
//!O+H2=OH+H               5.06E+04  2.67  6290.0 !Marinov 1995a
//!H+O2(+m)=HO2(+m)        4.52E+13  0.0      0.0 !Marinov 1995a
//!   LOW / 1.05E+19  -1.257  0.0 /	           !Marinov 1995a
//!   H2O/0.0/ H2/0.0/ N2/0.0/ CH4/10.0/ CO2/3.8/ CO/1.9/
//!H+O2(+N2)=HO2(+N2)      4.52E+13  0.0      0.0 !Marinov 1995a
//!   LOW / 2.03E+20  -1.59   0.0 /   	           !Marinov 1995a
//!H+O2(+H2)=HO2(+H2)      4.52E+13  0.0      0.0 !Marinov 1995a
//!    LOW / 1.52E+19  -1.133  0.0 /        	     !Marinov 1995a
//!H+O2(+H2O)=HO2(+H2O)    4.52E+13  0.0      0.0 !Marinov 1995a
//!   LOW / 2.10E+23  -2.437  0.0 /        	     !Marinov 1995a
//!OH+HO2=H2O+O2           2.13E+28 -4.827 3500.0 !Hippler 1995
//!    DUPLICATE
//!OH+HO2=H2O+O2 	      9.10E+14  0.0  10964.0 !Hippler 1995  
//!    DUPLICATE
//!H+HO2=OH+OH             1.50E+14  0.0  1000.0  !Marinov 1995a
//!H+HO2=H2+O2             6.63E+13  0.0  2126.0  !Tsang   1986x
//!H+HO2=O+H2O        	3.01E+13  0.0  1721.0  !Marinov 1995a
//!O+HO2=O2+OH         	3.25E+13  0.0     0.0  !Marinov 1995a
//!OH+OH=O+H2O             3.57E+04  2.4 -2112.0  !Marinov 1995a
//!H+H+m=H2+m              1.00E+18 -1.0     0.0  !Marinov 1995a
//!   H2O/0.0/ H2/0.0/	
//!H+H+H2=H2+H2            9.20E+16 -0.6     0.0  !Marinov 1995a
//!H+H+H2O=H2+H2O          6.00E+19 -1.25    0.0  !Marinov 1995a
//!H+OH+m=H2O+m            2.21E+22 -2.0     0.0  !Marinov 1995a  
//!   H2O/6.4/
//!H+O+m=OH+m              4.71E+18 -1.0     0.0  !Marinov 1995a 
//!   H2O/6.4/
//!O+O+m=O2+m              1.89E+13  0.0 -1788.0  !Marinov 1995a
//!HO2+HO2=H2O2+O2         4.20E+14  0.0 11982.0  !Marinov 1995a
//!   DUPLICATE
//!HO2+HO2=H2O2+O2         1.30E+11  0.0 -1629.0  !Marinov 1995a
//!   DUPLICATE
//!OH+OH(+m)=H2O2(+m)      1.24E+14 -0.37    0.0  !Marinov 1995a
//!   LOW / 3.04E+30   -4.63   2049.0 /   	     !Marinov 1995a
//!   TROE / 0.470   100.0   2000.0  1.0E+15 /
//!H2O2+H=HO2+H2           1.98E+06  2.0  2435.0  !Marinov 1995a
//!H2O2+H=OH+H2O           3.07E+13  0.0  4217.0  !Marinov 1995a
//!H2O2+O=OH+HO2           9.55E+06  2.0  3970.0  !Marinov 1995a
//!H2O2+OH=H2O+HO2         2.40E+00 4.042 -2162.0 !Marinov 1995a
//!CH3+CH3(+m)=C2H6(+m)    9.22E+16 -1.174 636.0  !Walter  1990
//!   LOW / 1.14E+36   -5.246  1705.0 / 	     !Walter  1990  
//!   TROE / 0.405  1120.0     69.6  1.0E+15 /
//!   H2O/5.0/ H2/2.0/ CO2/3.0/ CO/2.0/
//!CH3+H(+m)=CH4(+m)       2.14E+15 -0.4    0.0   !Tsang 1986 
//!   LOW /  3.31E+30   -4.0  2108.0 /	          !Marinov 1996
//!   TROE / 0.0   1.0E-15   1.0E-15   40.0 /
//!   H2O/5.0/ H2/2.0/ CO2/3.0/ CO/2.0/ 	
//!CH4+H=CH3+H2            2.20E+04 3.0   8750.0  !Miller 1992
//!CH4+OH=CH3+H2O     	   4.19E+06 2.0   2547.0  !Marinov 1995
//!CH4+O=CH3+OH      	   6.92E+08 1.56  8485.0  !Marinov 1995
//!CH4+HO2=CH3+H2O2        1.12E+13 0.0   24640.0 !Marinov 1995
//!CH3+HO2=CH3O+OH         7.00E+12 0.0      0.0  !Troe  1993
//!CH3+HO2=CH4+O2	   3.00E+12 0.0      0.0  !Marinov 1995
//!CH3+O=CH2O+H    	   8.00E+13 0.0      0.0  !Marinov 1995
//!CH3+O2=CH3O+O 	   1.45E+13 0.0   29209.0 !Klatt 1991
//!CH3+O2=CH2O+OH   	   2.51E+11 0.0   14640.0 !Marinov 1995
//!CH3O+H=CH3+OH           1.00E+13 0.0      0.0  !Marinov 1998
//!CH2OH+H=CH3+OH          1.00E+13 0.0      0.0  !Marinov 1998
//!CH3+OH=CH2(S)+H2O       2.00E+13 0.0    550.0  !Pilling 1997
//!CH3+OH=HCOH+H2          1.00E+10 0.0   -415.0  !Pilling 1997
//!CH3+OH=CH2+H2O          3.00E+06 2.0   2500.0  !Marinov 1996
//!CH3+H=CH2+H2            9.00E+13 0.0   15100.0 !Miller 1992
//!CH3+m=CH+H2+m           6.90E+14 0.0   82469.0 !Markus 1992
//!CH3+m=CH2+H+m           1.90E+16 0.0   91411.0 !Markus 1992
//!CH3+OH(+m)=CH3OH(+m)    8.70E+13 0.1       0.0 !Fagerstrom 1993
//!   LOW/ 8.84E+41   -7.4   626.0 / 		  !Marinov 1996 
//!   TROE /  0.025   1.0E-15   8000.0   3000.0/
//!   H2O /10.0/ H2/2.0/ CO2/3.0/ CO/2.0/
//!CH3OH(+m)=CH2(S)+H2O(+m)  2.837e10 1.0 83871.     !Marinov 1998
//!   LOW / 1.78e49 -8.81 93369./
//!   TROE /0.9 740. 980. 5100./
//!   H2O/10.0/ H2/2.0/ CO2/3.0/ CO/2.0/
//!CH3OH(+m)=HCOH+H2(+m) 4.2e9 1.12 85604.           !Marinov 1998
//!    LOW / 5.02e47 -8.402 94823./
//!    TROE/ 0.9 615. 915. 4615./
//!    H2O /10.0/ H2/2.0/ CO2/3.0/ CO/2.0/
//!CH3OH(+m)=CH2O+H2(+m) 2.03e9 1.0 91443.           !Marinov 1998
//!   LOW /9.784e47 -8.4 101761./
//!   TROE/ 0.9 825. 1125. 5700./
//!   H2O/10.0/ H2/2.0/ CO2/3.0/ CO/2.0/
//!CH3OH+OH=CH2OH+H2O      2.61E+05  2.182 -1344.0   !Tsang  1987
//!CH3OH+OH=CH3O+H2O       2.62E+06  2.056   916.0   !Tsang  1987
//!CH3OH+O=CH2OH+OH        3.88E+05  2.5    3080.0   !Tsang  1987
//!CH3OH+H=CH2OH+H2        1.70E+07  2.1    4868.0   !Tsang  1987
//!CH3OH+H=CH3O+H2         4.24E+06  2.1    4868.0   !Tsang  1987
//!CH3OH+CH3=CH2OH+CH4     3.19E+01  3.17   7171.0   !Tsang  1987
//!CH3OH+CH3=CH3O+CH4      1.45E+01  3.10   6935.0   !Tsang  1987
//!CH3OH+HO2=CH2OH+H2O2     9.64E+10  0.0   12578.0   !Tsang  1987
//!Tsang 1987
CH2OH + H2O2 <=> HO2 + CH3OH	3.01E+09	0.0	2580.0	0.0 0.0 0.0
//!CH2O+H(+m)=CH3O(+m)     5.40E+11  0.454  2600.0   !GRI-Mech2.11
//!   LOW/ 1.50E+30 -4.80 5560./
//!   TROE/ 0.758 94. 1555. 4200./
//!   H2O/5.0/
//!CH2O+H(+m)=CH2OH(+m)    5.40E+11  0.454  3600.0   !GRI-Mech2.11
//!   LOW / 9.10E+31 -4.82 6530./
//!   TROE/ 0.7187 103. 1291. 4160./
//!   H2O/5.0/
//!CH3O+CH3=CH2O+CH4       1.20E+13  0.0      0.0   !Tsang  1986
//!CH3O+H=CH2O+H2          2.00E+13  0.0      0.0   !Miller 1992
//!CH2OH+H=CH2O+H2         2.00E+13  0.0      0.0   !Miller 1992
//!CH3O+OH=CH2O+H2O        1.00E+13  0.0      0.0   !Miller 1992
//!CH2OH+OH=CH2O+H2O       1.00E+13  0.0      0.0   !Miller 1992
//!CH3O+O=CH2O+OH          1.00E+13  0.0      0.0   !Miller 1992
//!CH2OH+O=CH2O+OH         1.00E+13  0.0      0.0   !Miller 1992
//!CH3O+O2=CH2O+HO2        6.30E+10  0.0   2600.0   !Miller 1992
//!CH3O+CO=CH3+CO2         4.68E+02  3.16  5380.0   !Wantuck 1987
//!CH2OH+O2=CH2O+HO2       1.57E+15  -1.0     0.0   !Baulch 1992
//!   DUPLICATE
//!CH2OH+O2=CH2O+HO2       7.23E+13  0.0   3577.0   !Baulch 1992
//!   DUPLICATE
//!HCOH+OH=HCO+H2O         2.00E+13  0.0      0.0   !Marinov 1996
//!HCOH+H=CH2O+H           2.00E+14  0.0      0.0   !Marinov 1996
//!HCOH+O=CO+OH+H          8.00E+13  0.0      0.0   !Marinov 1996
//!HCOH+O2=CO+OH+OH        1.00E+13  0.0      0.0   !Marinov 1998
//!HCOH+O2=CO2+H2O         1.00E+13  0.0      0.0   !Marinov 1998
//!HCOH=CH2O               2.10E+19 -3.07 31700.0   !Marinov 1998
//!CH2+H=CH+H2             1.00E+18  -1.56    0.0   !Miller 1992
//!CH2+OH=CH+H2O           1.13E+07  2.0   3000.0   !Miller 1992 
//!CH2+OH=CH2O+H           2.50E+13  0.0      0.0   !Miller 1992
//!Miller 1992
CH2 + CO2 <=> CH2O + CO         1.10E+11  0.0   1000.0   0.0	0.0	0.0
//!CH2+O=CO+H+H            5.00E+13  0.0      0.0   !Miller 1992
//!CH2+O=CO+H2       	3.00E+13  0.0      0.0   !Miller 1992
//!CH2+O2=CH2O+O           3.29E+21 -3.3   2868.0   !Marinov 1996
//!CH2+O2=CO2+H+H          3.29E+21 -3.3   2868.0   !Marinov 1996
//!Marinov 1996
CH2 + O2 <=> CO2 + H2           1.01E+21 -3.3   1508.0   0.0	0.0	0.0
//!Marinov 1996
CH2 + O2 <=> CO + H2O           7.28E+19 -2.54  1809.0   0.0	0.0	0.0
//!Marinov 1996
CH2 + O2 <=> HCO + OH           1.29E+20 -3.3    284.0   0.0	0.0	0.0
//!CH2+CH3=C2H4+H          4.00E+13  0.0      0.0   ! Miller 1992
//!CH2+CH2=C2H2+H+H        4.00E+13  0.0      0.0   ! Miller 1992
//!CH2+HCCO=C2H3+CO        3.00E+13  0.0      0.0   ! Miller 1992
//! Miller 1992
CH2 + C2H2 <=> pC3H3 + H       1.20E+13  0.0   6600.0   0.0	0.0	0.0
//!CH2(S)+CH4=CH3+CH3      4.00E+13  0.0      0.0   ! Miller 1992
//!CH2(S)+C2H6=CH3+C2H5    1.20E+14  0.0      0.0   ! Miller 1992
//!CH2(S)+O2=CO+OH+H       7.00E+13  0.0      0.0   ! Miller 1992
//!CH2(S)+H2=CH3+H         7.00E+13  0.0      0.0   ! Miller 1992
//! Canosa-Mas85
CH2(S) + C2H2 <=> pC3H3 + H     1.50E+14  0.0      0.0   0.0	0.0	0.0
//! Canosa-Mas85
CH2(S) + C2H4 <=> aC3H5 + H     1.30E+14  0.0      0.0   0.0	0.0	0.0
//!CH2(S)+O=CO+H+H         3.00E+13  0.0      0.0   ! Miller 1992
//!CH2(S)+OH=CH2O+H        3.00E+13  0.0      0.0   ! Miller 1992
//!CH2(S)+H=CH+H2          3.00E+13  0.0      0.0   ! Miller 1992
//!CH2(S)+CO2=CH2O+CO      3.00E+12  0.0      0.0   ! Miller 1992
//!CH2(S)+CH3=C2H4+H       2.00E+13  0.0      0.0   ! Miller 1992
//!CH2(S)+CH2CO=C2H4+CO    1.60E+14  0.0      0.0   ! Miller 1992
//!CH+O2=HCO+O             3.30E+13  0.0      0.0   ! Miller 1992
//!CH+O=CO+H     	      5.70E+13  0.0      0.0   ! Miller 1992
//!CH+OH=HCO+H             3.00E+13  0.0      0.0   ! Miller 1992
//!CH+CO2=HCO+CO           3.40E+12  0.0    690.0   ! Miller 1992
//!CH+H2O=CH2O+H           1.17E+15  -0.75    0.0   ! Miller 1992
//!CH+CH2O=CH2CO+H         9.46E+13  0.0   -515.0   ! Miller 1992
//! Miller 1992
CH + C2H2 <=> C3H2 + H          1.00E+14  0.0      0.0   0.0	0.0	0.0
//!CH+CH2=C2H2+H           4.00E+13  0.0      0.0   ! Miller 1992
//!CH+CH3=C2H3+H           3.00E+13  0.0      0.0   ! Miller 1992
//!CH+CH4=C2H4+H           6.00E+13  0.0      0.0   ! Miller 1992
//!Marinov 1998
HCOOH + OH => CO2 + H2O + H       2.62E+6    2.056   916.0 	0.0	0.0	0.0
//!Marinov 1998
HCOOH + OH => CO + H2O + OH       1.85E+7    1.5    -962.0 	0.0	0.0	0.0
//!Marinov 1998
HCOOH + H => CO2 + H2 + H         4.24E+6    2.1    4868.0 	0.0	0.0	0.0
//!Marinov 1998
HCOOH + H => CO + H2 + OH         6.06E+13  -0.35   2988.0  0.0	0.0	0.0
//!Marinov 1998
HCOOH + CH3 => CH4 + CO + OH      3.90E-7    5.8    2200.0 	0.0	0.0	0.0
//!Marinov 1998
HCOOH + HO2 => CO + H2O2 + OH     2.40E+19  -2.2   14030.0 	0.0	0.0	0.0
//!Marinov 1998
HCOOH + O => CO + OH + OH         1.77E+18  -1.9    2975.0 	0.0	0.0	0.0
//!CH2O+OH=HCO+H2O         3.43E+09  1.18  -447.0   ! Tsang  1986
//!CH2O+H=HCO+H2           2.19E+08  1.77  3000.0   ! Miller 1992
//!CH2O+m=HCO+H+m          3.31E+16  0.0   81000.0  ! Miller 1992
//!CH2O+O=HCO+OH           1.80E+13  0.0   3080.0   ! Miller 1992
//!HCO+O2=CO+HO2           7.58E+12  0.0    410.0   ! Timonen 1988
//!HCO+m=H+CO+m            1.86E+17  -1.0 17000.0   ! Timonen 1987
//!   H2O/5.0/ H2/1.87/ CO2/3.0/ CO/1.87/ CH4/2.81/
//!HCO+OH=H2O+CO           1.00E+14  0.0     0.0    ! Miller 1992
//!HCO+H=CO+H2             1.19E+13  0.25    0.0    ! Miller 1992
//!HCO+O=CO+OH   	   3.00E+13  0.0     0.0    ! Miller 1992
//!HCO+O=CO2+H             3.00E+13  0.0     0.0    ! Miller 1992
//!CO+OH=CO2+H             9.42E+03  2.25 -2351.0   !Marinov 1996
//!CO+O+m=CO2+m            6.17E+14  0.0   3000.0   ! Miller 1992
//!CO+O2=CO2+O             2.53E+12  0.0  47688.0   ! Miller 1992
