// rate library for f29: intra radical addition to form endocyclic radical
// original from rate library.txt, CDW 10/20/2002

// JS, define key word for format of the rate: either Arrhenius or Arrhenius_EP
Arrhenius_EP

// f29 intra_radical_addition_form_endocyclic_radical
// JS, add 144., a dummy number for debugging, need to be deleted!!!!!!!!!!!!!!!!

//		Rn			multiplebond_intra			radadd_intra		Temp.		A			n		a	E0		DA	Dn	Da	DE0	Rank
809.	Rn                      multiplebond_intra                      radadd_intra            300-1500        1.0E+09        0.19    		0       20.0            0       0       0       0       5

// These estimates are probably HO and should not be used
//810.	R5_SS_D		doublebond_intra_pri_2H		radadd_intra_cs2H	300-1500	1.22E+08	1.05	0	15.82	0	0	0	0	2
//811.	R6_SSS_D	doublebond_intra_pri_2H		radadd_intra_cs2H	300-1500	1.00E+08	0.855	0	5.9		0	0	0	0	2
//added by sandeep after performing simulations on 13HXD system, modified by AG Vandeputte October 29th 2014
812.	R5_SD_D		doublebond_intra_pri_2H	radadd_intra_cs2H		300-1600	1.02676E+11	0.556649726	0 37.54090546	0	0	0	0	2
//very crude rough guess
813.	R3_D   		doublebond_intra_pri_HDe  	radadd_intra_cs2H	300-1600	1.05E+08	1.192	0	54		0	0	0	0	5
814.	R3_T     	triplebond_intra_H     		radadd_intra_cs2H 	300-1600	1.05E+08	1.192	0	54		0	0	0	0	5	
//815.	R6_SSS_D    doublebond_intra_pri_NdNd   radadd_intra_cs		300-1500	1.00E+10	0		0	50.9	0	0	0	0	2
// A.G. Vandeputte flagged out as it does not match the reaction template any longer
//816.	R5_DS_allenic_D		doublebond_intra_secDe_2H		radadd_intra_cdsingleH			298-3000	2.82E+11	0.12		0	14.82	   0	0   0	0   2 RRHO, CBS-QB3 treatment of H2C=C=CH-CH=CH. cyclization by gmagoon

// A.G. Vandeputte Slowing down some heavily constrained intra additions

817.	R5_SM			multiplebond_intra                      radadd_intra		300-1500        1.00E+10        0.19    0       30.0   0       0       0       0       5       Guess
818.	R6_SMM			multiplebond_intra                      radadd_intra            300-1500        1.00E+10        0.19    0       35.0   0       0       0       0       5       Guess

// A.G Vandeputte calculated rate coefficients, BMK/cbsb7 + 1D-HR
821.    R5_DS_D                 doublebond_intra_pri_2H                 radadd_intra_cdsingleH  300-1500        3.73E+10        0.19    0       11.9    0       0       0       0       3       BMK/cbsb7 + 1D-HR
822.    R6_DSS_D                doublebond_intra_pri_2H                 radadd_intra_cdsingleH  300-1500        1.03E+10        0.19    0       4.0     0       0       0       0       3       BMK/cbsb7 + 1D-HR

823.    R5_MS                   multiplebond_intra                      radadd_intra_cdsingle   300-1500        3.73E+10        0.19    0       11.9    0       0       0       0       5       Guess, i.e. 821
824.    R6_MSR                  multiplebond_intra                      radadd_intra_cdsingle	300-1500        1.03E+10        0.19    0       4.1     0       0       0       0       5       Guess, i.e. 822

// A.G. Vandeputte 
// Better estimates for a few endocyclic additions
// BMK/cbsb7, HO (1D HR for reference reaction), Group additivity, initial guess for TS and reactants, symm reaction

900	R6_SSS_D	doublebond_intra_pri_2H	radadd_intra_cs2H	300-1500	3.06E+08	0.19	0	9.48	0	0	0	0	0	Aaron Vandeputte small GA method
901	R6_SSS_D	doublebond_intra_pri_2H	radadd_intra_csHNd	300-1500	2.22E+09	0.19	0	9.46	0	0	0	0	0	Aaron Vandeputte small GA method
902	R6_SSS_D	doublebond_intra_pri_2H	radadd_intra_csNdNd	300-1500	5.57E+08	0.19	0	9.81	0	0	0	0	0	Aaron Vandeputte small GA method
903	R6_SSS_D	doublebond_intra_pri_2H	radadd_intra_csHCd	300-1500	2.59E+09	0.19	0	16.22	0	0	0	0	0	Aaron Vandeputte small GA method
904	R6_SSS_D	doublebond_intra_pri_2H	radadd_intra_csNdCd	300-1500	7.34E+08	0.19	0	16.94	0	0	0	0	0	Aaron Vandeputte small GA method
905	R6_SSS_D	doublebond_intra_pri_2H	radadd_intra_csHCt	300-1500	1.29E+09	0.19	0	13.12	0	0	0	0	0	Aaron Vandeputte small GA method
906	R6_SSS_D	doublebond_intra_pri_2H	radadd_intra_csNdCt	300-1500	1.16E+09	0.19	0	14.07	0	0	0	0	0	Aaron Vandeputte small GA method
907	R6_SSS_D	doublebond_intra_pri_2H	radadd_intra_cdsingleH	300-1500	4.88E+09	0.19	0	7.25	0	0	0	0	0	Aaron Vandeputte small GA method
908	R6_SSS_D	doublebond_intra_pri_HNd	radadd_intra_cs2H	300-1500	1.92E+09	0.19	0	9.80	0	0	0	0	0	Aaron Vandeputte small GA method
909	R6_SSS_D	doublebond_intra_pri_HNd	radadd_intra_csHNd	300-1500	1.39E+10	0.19	0	9.78	0	0	0	0	0	Aaron Vandeputte small GA method
